x,y
-2.5975975975975976,-12.509659793944568
-2.5915915915915915,-15.59784822814294
-2.5855855855855854,-20.510892101416097
-2.5795795795795797,-15.358139880994937
-2.5735735735735736,-9.355317961595048
-2.5675675675675675,-17.105570880208116
-2.5615615615615615,-8.984718001771586
-2.5555555555555554,-29.788711803027596
-2.5495495495495497,-12.463076868098227
-2.5435435435435436,-16.020508961941374
-2.5375375375375375,-17.83448647448609
-2.5315315315315314,-15.764900464474607
-2.5255255255255253,-26.046351451226997
-2.5195195195195197,-17.09221545465979
-2.5135135135135136,-14.09418760144666
-2.5075075075075075,-8.376718685218659
-2.5015015015015014,-18.244521156707226
-2.4954954954954953,-19.583160642813787
-2.4894894894894897,-17.93754051597972
-2.4834834834834836,-10.740346186060377
-2.4774774774774775,-13.562740209694779
-2.4714714714714714,-17.744971967263805
-2.4654654654654653,-12.420043880414402
-2.4594594594594597,-14.39173700401494
-2.4534534534534536,-9.925175810190233
-2.4474474474474475,-18.170473251770776
-2.4414414414414414,-16.190855242436196
-2.4354354354354353,-16.40595040980971
-2.4294294294294296,-21.656376627253515
-2.4234234234234235,-12.752118551560681
-2.4174174174174174,-12.821886134225606
-2.4114114114114114,-13.996560978209304
-2.4054054054054053,-15.090551602753171
-2.3993993993993996,-20.890477928848835
-2.3933933933933935,-15.81337842351057
-2.3873873873873874,-15.320769991876546
-2.3813813813813813,-17.516146063485834
-2.3753753753753752,-14.209265992523157
-2.3693693693693696,-11.28117497572034
-2.3633633633633635,-3.7696043882290464
-2.3573573573573574,-12.227260973604134
-2.3513513513513513,-11.712524436728309
-2.3453453453453452,-13.273141230953156
-2.3393393393393396,-22.39591059970332
-2.3333333333333335,-12.836273080949791
-2.3273273273273274,-12.304706844008185
-2.3213213213213213,-0.1923052309147284
-2.315315315315315,-13.373480926597054
-2.3093093093093096,-10.807600810200318
-2.3033033033033035,-12.393057599502393
-2.2972972972972974,-17.96754867821671
-2.2912912912912913,-6.315201366826098
-2.285285285285285,-8.17530313549298
-2.2792792792792795,-7.8859560335849785
-2.2732732732732734,-16.294693823099184
-2.2672672672672673,-4.640917785326395
-2.2612612612612613,-18.571768155510036
-2.255255255255255,-8.536340284853576
-2.2492492492492495,-0.42694864798009746
-2.243243243243243,-16.240996236831453
-2.2372372372372373,-14.02937660441709
-2.2312312312312312,-10.60968868737163
-2.225225225225225,-13.535864251083046
-2.2192192192192195,-18.68282521491475
-2.213213213213213,-10.498195576130001
-2.2072072072072073,-16.064510420964965
-2.201201201201201,-8.297488813035278
-2.195195195195195,-15.175507663063609
-2.189189189189189,-2.7421251044011754
-2.183183183183183,-14.321948040779422
-2.1771771771771773,-11.930346121855276
-2.171171171171171,-6.167280627930711
-2.165165165165165,-16.304486383228713
-2.159159159159159,-8.928631826750095
-2.153153153153153,-3.4464517396065446
-2.1471471471471473,-17.93628170771312
-2.141141141141141,-8.892860978878314
-2.135135135135135,-8.434244449779342
-2.129129129129129,-5.742634324569513
-2.123123123123123,-15.755053313338273
-2.1171171171171173,-16.091593413022455
-2.111111111111111,-6.799071321435402
-2.105105105105105,-7.843781498642606
-2.099099099099099,-7.996621941841835
-2.093093093093093,-7.437680788427269
-2.0870870870870872,-12.491334099827997
-2.081081081081081,-7.851682375940586
-2.075075075075075,-7.469779278953138
-2.069069069069069,-12.429538633274419
-2.063063063063063,0.5480033007858669
-2.057057057057057,-6.335238876377835
-2.051051051051051,-14.584900407256594
-2.045045045045045,-5.270038232792714
-2.039039039039039,-13.351080596333132
-2.033033033033033,-4.467556510339284
-2.027027027027027,-2.53574893259412
-2.021021021021021,-12.358324432798062
-2.015015015015015,-3.364655623159262
-2.009009009009009,-6.044691178076943
-2.003003003003003,-3.925789371306962
-1.996996996996997,1.5199468682247197
-1.990990990990991,-9.11931871417481
-1.984984984984985,-11.589849960517391
-1.978978978978979,-12.197961906985302
-1.972972972972973,-11.75909011947509
-1.966966966966967,-7.9956231932753115
-1.960960960960961,-5.8348564395493545
-1.954954954954955,-6.088088400385363
-1.9489489489489489,-3.2669753513375355
-1.942942942942943,-7.2696531527938415
-1.936936936936937,0.0008162416497521363
-1.930930930930931,-8.522749058672016
-1.924924924924925,6.468352275624301
-1.9189189189189189,-3.937602099940688
-1.912912912912913,-11.285587218993639
-1.906906906906907,-12.288536542173082
-1.9009009009009008,-4.45639930751989
-1.894894894894895,-7.921174059250581
-1.8888888888888888,-3.169366528167797
-1.882882882882883,-4.3090985589931
-1.8768768768768769,-6.975756445707598
-1.8708708708708708,-10.782311890761726
-1.864864864864865,-14.059715759383758
-1.8588588588588588,-8.655594349466753
-1.852852852852853,-2.0789678884381875
-1.8468468468468469,-5.2288364281793305
-1.8408408408408408,-12.466742049120203
-1.834834834834835,-5.311284951093588
-1.8288288288288288,-4.190141224658081
-1.822822822822823,-10.475949665528443
-1.8168168168168168,-5.228365834387605
-1.8108108108108107,-5.646669869953879
-1.8048048048048049,-11.593678967986005
-1.7987987987987988,-4.031395312425072
-1.792792792792793,-2.9583034364477174
-1.7867867867867868,-0.28925182542791283
-1.7807807807807807,-0.3781664731424126
-1.7747747747747749,-12.478577684216447
-1.7687687687687688,-10.222794274326311
-1.7627627627627627,-2.902313788336958
-1.7567567567567568,-2.8527629388628406
-1.7507507507507507,-2.7910370504555466
-1.7447447447447448,13.952420263103427
-1.7387387387387387,-2.4021239646154307
-1.7327327327327327,0.4755360350797311
-1.7267267267267268,-0.37837401603437204
-1.7207207207207207,-1.837890964687844
-1.7147147147147148,-6.618030252278556
-1.7087087087087087,-1.1940458547182367
-1.7027027027027026,-8.800595778332145
-1.6966966966966968,-6.068509008260218
-1.6906906906906907,-7.259547203181963
-1.6846846846846848,-4.372038177245706
-1.6786786786786787,6.842839928280544
-1.6726726726726726,-14.01618621982844
-1.6666666666666667,-1.1983286777570634
-1.6606606606606606,-12.64333907941926
-1.6546546546546548,-6.889908567445197
-1.6486486486486487,0.9636561100219128
-1.6426426426426426,-4.110901237048568
-1.6366366366366367,-9.772585201381663
-1.6306306306306306,-7.91229405884672
-1.6246246246246245,-0.8900538903919535
-1.6186186186186187,-7.892494537980391
-1.6126126126126126,-3.111337497729336
-1.6066066066066067,-3.919089334383988
-1.6006006006006006,-7.358616082319539
-1.5945945945945945,6.665093869721016
-1.5885885885885886,-0.8393888202626907
-1.5825825825825826,-14.0893980425241
-1.5765765765765767,-2.9864572353126433
-1.5705705705705706,-7.183046055570043
-1.5645645645645645,0.4323280969358767
-1.5585585585585586,-7.748505737378917
-1.5525525525525525,-4.315985043677317
-1.5465465465465467,-1.1741032556293982
-1.5405405405405406,0.672664782964401
-1.5345345345345345,-9.614998183789483
-1.5285285285285286,-5.2437594117138255
-1.5225225225225225,-5.90404769579064
-1.5165165165165164,-6.754364733913699
-1.5105105105105106,5.380826975614344
-1.5045045045045045,-1.38058824952329
-1.4984984984984986,-9.669294778435361
-1.4924924924924925,1.2647322020823273
-1.4864864864864864,7.326177901336635
-1.4804804804804805,1.9173759442864515
-1.4744744744744744,-10.802467887294084
-1.4684684684684686,-5.587775245326204
-1.4624624624624625,3.2066462169468317
-1.4564564564564564,-6.627878029696136
-1.4504504504504505,-0.8323699582158697
-1.4444444444444444,0.8594528460218553
-1.4384384384384385,-7.6109327261303115
-1.4324324324324325,-3.236781420705423
-1.4264264264264264,-19.108675638043984
-1.4204204204204205,-7.987770166922153
-1.4144144144144144,-4.09247316512268
-1.4084084084084085,-9.032654891345606
-1.4024024024024024,5.4039061392098215
-1.3963963963963963,-9.87357219484524
-1.3903903903903905,-4.888104888891656
-1.3843843843843844,-1.9994976452160884
-1.3783783783783783,4.587548211464865
-1.3723723723723724,-9.76404501806565
-1.3663663663663663,3.264871444115824
-1.3603603603603605,-2.4662907923435538
-1.3543543543543544,-7.391802559859961
-1.3483483483483483,-0.14083826698298463
-1.3423423423423424,-1.4234453207157474
-1.3363363363363363,-5.387506871369666
-1.3303303303303304,-2.0053799744312424
-1.3243243243243243,-4.2492142244130395
-1.3183183183183182,-1.7236019815923707
-1.3123123123123124,1.0506368698865685
-1.3063063063063063,5.700955755908151
-1.3003003003003004,-8.387600368386904
-1.2942942942942943,8.496968022156313
-1.2882882882882882,-11.898593953152417
-1.2822822822822824,-2.8673153627794488
-1.2762762762762763,0.8626836850087805
-1.2702702702702702,-0.6447316964066676
-1.2642642642642643,-5.134252249811898
-1.2582582582582582,-3.0327031461859835
-1.2522522522522523,-4.428706139552242
-1.2462462462462462,-4.882405851109606
-1.2402402402402402,2.34027809020989
-1.2342342342342343,-0.09507372205710607
-1.2282282282282282,-5.317385013757358
-1.2222222222222223,2.6722106254515756
-1.2162162162162162,-0.26250739038527904
-1.2102102102102101,2.2918261274755594
-1.2042042042042043,1.401918341946423
-1.1981981981981982,-5.865202952340085
-1.1921921921921923,-4.4953944579825595
-1.1861861861861862,2.0674593800364978
-1.1801801801801801,1.40806656358709
-1.1741741741741742,-1.7233242809239335
-1.1681681681681682,-1.0074650717089861
-1.1621621621621623,4.818683983808568
-1.1561561561561562,-4.503287476028532
-1.15015015015015,1.2140161073456006
-1.1441441441441442,-2.5087232573728553
-1.1381381381381381,-2.562702838186082
-1.132132132132132,4.0428042807873625
-1.1261261261261262,2.69897357833673
-1.12012012012012,2.66216809548451
-1.1141141141141142,5.144499602773054
-1.1081081081081081,-1.2556307039835604
-1.102102102102102,2.0711196344056333
-1.0960960960960962,-2.8682128458355756
-1.09009009009009,0.3254816277933179
-1.0840840840840842,-1.9247724093536136
-1.078078078078078,-0.7680189466078075
-1.072072072072072,1.74361139026284
-1.0660660660660661,-5.302684149837754
-1.06006006006006,9.270717916505705
-1.0540540540540542,-6.201172529278069
-1.048048048048048,-7.222123977287147
-1.042042042042042,4.659051330767748
-1.0360360360360361,2.846262777778596
-1.03003003003003,2.0277765058976014
-1.0240240240240241,2.067910147503324
-1.018018018018018,-1.1162677147395705
-1.012012012012012,-5.522742491957309
-1.006006006006006,-0.6391036600231172
-1.0,-4.3858085575605585
-0.9939939939939939,3.8935086854316396
-0.9879879879879878,-1.6996820035780016
-0.9819819819819822,-5.074400027297346
-0.9759759759759761,-2.5365747318287335
-0.96996996996997,1.1520690345196687
-0.9639639639639639,-3.7143636473429336
-0.9579579579579578,-4.990204140893955
-0.9519519519519521,0.3557652812806822
-0.945945945945946,0.378387432765101
-0.93993993993994,-3.3651406798205596
-0.9339339339339339,-3.169799144933898
-0.9279279279279278,0.3612571222733384
-0.9219219219219221,-8.024000053573422
-0.915915915915916,-7.805682533545142
-0.9099099099099099,-4.34556831760793
-0.9039039039039038,-1.8057634538004015
-0.8978978978978978,0.8306340145372014
-0.8918918918918921,6.667306818662829
-0.885885885885886,3.5930603627683935
-0.8798798798798799,-1.4808856248444855
-0.8738738738738738,-0.7624196710595262
-0.8678678678678677,-5.666320246091155
-0.8618618618618621,-0.7327617291615975
-0.855855855855856,-2.070198405143594
-0.8498498498498499,0.9997931946543607
-0.8438438438438438,-4.7370326565450265
-0.8378378378378377,2.0085936653167735
-0.8318318318318321,7.08811335655556
-0.825825825825826,-1.1070042888766292
-0.8198198198198199,1.4575539900963685
-0.8138138138138138,2.9117368285760303
-0.8078078078078077,-2.533240134869313
-0.8018018018018016,0.6049951521677346
-0.795795795795796,-0.4410082705074222
-0.7897897897897899,-0.004265035396324057
-0.7837837837837838,-4.346540637438152
-0.7777777777777777,-0.34795667328690494
-0.7717717717717716,2.0302997487201586
-0.7657657657657659,6.806675131933762
-0.7597597597597598,4.357794287137137
-0.7537537537537538,10.337671071204129
-0.7477477477477477,-4.2548235407801736
-0.7417417417417416,3.9535111102514633
-0.7357357357357359,0.5184510711978902
-0.7297297297297298,10.560429587218403
-0.7237237237237237,-4.4205605643601675
-0.7177177177177176,-4.568319044645313
-0.7117117117117115,-3.35746909466535
-0.7057057057057059,-10.970934560349075
-0.6996996996996998,-2.9713338563138505
-0.6936936936936937,-4.129476302647957
-0.6876876876876876,0.4267515525685227
-0.6816816816816815,1.3920092760723952
-0.6756756756756759,9.072382832093092
-0.6696696696696698,4.451800827494717
-0.6636636636636637,-3.1768285795772178
-0.6576576576576576,-4.776519234321341
-0.6516516516516515,2.182872065049734
-0.6456456456456459,-6.870308781182353
-0.6396396396396398,8.895592390798964
-0.6336336336336337,5.642802033838442
-0.6276276276276276,-2.593111100592443
-0.6216216216216215,-8.805875594934182
-0.6156156156156158,6.536054272722236
-0.6096096096096097,-0.7992447123113217
-0.6036036036036037,5.969166246453091
-0.5975975975975976,-8.185554074278832
-0.5915915915915915,-3.2039207015996416
-0.5855855855855858,-0.1745849344988579
-0.5795795795795797,0.040214949635515085
-0.5735735735735736,-2.4390254026264717
-0.5675675675675675,2.931417450417335
-0.5615615615615615,-5.515191364475094
-0.5555555555555554,-0.8833651891668239
-0.5495495495495497,0.4355116076404231
-0.5435435435435436,2.411609892051268
-0.5375375375375375,3.402754744309663
-0.5315315315315314,-5.7733818138895545
-0.5255255255255253,-7.815708957721066
-0.5195195195195197,6.248165515225307
-0.5135135135135136,1.5261585344206914
-0.5075075075075075,-3.873148280560022
-0.5015015015015014,7.629630366341205
-0.4954954954954953,0.4567212054003479
-0.48948948948948967,5.7792042580600596
-0.4834834834834836,0.22457510708954428
-0.4774774774774775,10.194882045135994
-0.4714714714714714,8.671903011913916
-0.4654654654654653,-1.3456676055450738
-0.45945945945945965,4.760861486850825
-0.45345345345345356,3.1336406332056823
-0.44744744744744747,6.753574684010518
-0.4414414414414414,-4.910641237719198
-0.4354354354354353,3.3476969916655817
-0.42942942942942963,5.212931509968683
-0.42342342342342354,-8.86961191489638
-0.41741741741741745,-5.9890222472643595
-0.41141141141141135,-10.265796116647996
-0.40540540540540526,-1.4136639868438379
-0.3993993993993996,3.523999134619451
-0.3933933933933935,7.450904343310502
-0.3873873873873874,0.31233906894578123
-0.38138138138138133,8.08760513544152
-0.37537537537537524,-6.953400186133843
-0.3693693693693696,-8.567306637966416
-0.3633633633633635,-0.3257144253960159
-0.3573573573573574,1.874691180366102
-0.3513513513513513,-0.20684728201785663
-0.3453453453453452,-10.378397562867386
-0.3393393393393396,-0.4846755253604235
-0.3333333333333335,-6.559384539561303
-0.3273273273273274,3.3132918536563114
-0.3213213213213213,1.799815642213017
-0.3153153153153152,-4.730748762110054
-0.30930930930930955,-2.598926903887721
-0.30330330330330346,-5.323969358013119
-0.29729729729729737,-0.3396723110356717
-0.2912912912912913,4.750995356893373
-0.2852852852852852,-4.951848943179308
-0.2792792792792791,2.4984496551488853
-0.27327327327327344,-2.671695670395476
-0.26726726726726735,-3.9834555411963266
-0.26126126126126126,-0.5529848263713381
-0.25525525525525516,-5.192842830876184
-0.24924924924924907,-2.783731183267019
-0.24324324324324342,-6.003781502902389
-0.23723723723723733,9.810273595417309
-0.23123123123123124,0.163954315603848
-0.22522522522522515,-3.5100524052957556
-0.21921921921921905,1.0593645211681637
-0.2132132132132134,-0.5713328943235123
-0.2072072072072073,-1.1137444032024035
-0.20120120120120122,3.062688488609192
-0.19519519519519513,3.780101386048015
-0.18918918918918903,-2.6592773014348654
-0.18318318318318338,-2.8852381125166993
-0.1771771771771773,-1.3808203877841536
-0.1711711711711712,-11.514621065362268
-0.1651651651651651,-7.5804609393655
-0.159159159159159,6.830339575027292
-0.15315315315315337,8.221246224250088
-0.14714714714714727,-1.2483662694418427
-0.14114114114114118,2.8799731677684317
-0.1351351351351351,1.5537830018057897
-0.129129129129129,15.392250900307557
-0.12312312312312335,5.596008096388045
-0.11711711711711725,-0.6411943848685508
-0.11111111111111116,-4.779073945114612
-0.10510510510510507,-8.033392706120205
-0.09909909909909898,1.0163449636076038
-0.09309309309309333,-3.7825605013267145
-0.08708708708708723,-7.111929030454984
-0.08108108108108114,-3.233397459729601
-0.07507507507507505,-5.40816316123245
-0.06906906906906896,8.435378678861479
-0.06306306306306331,4.4079479861034665
-0.057057057057057214,-0.04004895627509957
-0.05105105105105112,7.399587644699896
-0.04504504504504503,0.3867501393154289
-0.039039039039038936,-4.306480503954826
-0.033033033033032844,7.615584341321305
-0.027027027027027195,2.694530476255998
-0.021021021021021102,-5.186240060470941
-0.01501501501501501,-0.9516967755633247
-0.009009009009008917,-4.378091998115167
-0.0030030030030028243,-6.913998681902843
0.0030030030030028243,4.630887764739369
0.009009009009008917,9.547083933542034
0.01501501501501501,-6.992834483950422
0.021021021021021102,2.814855472291513
0.027027027027027195,-3.2531931034418395
0.033033033033032844,-2.4355908737964986
0.039039039039038936,-2.9619101238808376
0.04504504504504503,-4.3198624494764175
0.05105105105105112,0.24274118947436948
0.057057057057057214,-4.154564832363176
0.06306306306306286,1.3525349275429803
0.06906906906906896,-0.2508610507443408
0.07507507507507505,-1.1943170911715737
0.08108108108108114,-4.5372852716910215
0.08708708708708723,-2.883196170375051
0.09309309309309288,3.7777629040339775
0.09909909909909898,2.5055591538504154
0.10510510510510507,-4.886615119160412
0.11111111111111116,0.49803326925861224
0.11711711711711725,3.7585420443236632
0.1231231231231229,-8.345159944822019
0.129129129129129,2.7189541038683083
0.1351351351351351,-3.3106510238173428
0.14114114114114118,2.855804990476197
0.14714714714714727,-3.8131097110526335
0.15315315315315292,-9.020818160066264
0.159159159159159,-8.133680427220483
0.1651651651651651,0.24493036167964868
0.1711711711711712,1.3036277502917526
0.1771771771771773,-4.51602122349611
0.18318318318318294,3.1991092031801687
0.18918918918918903,-8.300828747962571
0.19519519519519513,-0.3229618290480727
0.20120120120120122,-6.046935987204349
0.2072072072072073,-3.250284133474507
0.2132132132132134,0.24668600245143324
0.21921921921921905,-4.291531793916816
0.22522522522522515,-1.9113528558162995
0.23123123123123124,5.043827490326998
0.23723723723723733,-2.871107278451105
0.24324324324324342,4.192852600283856
0.24924924924924907,-5.633049616756982
0.25525525525525516,2.6656521083557267
0.26126126126126126,7.2256761298880505
0.26726726726726735,-12.339131120751842
0.27327327327327344,-3.964068698819112
0.2792792792792791,2.9071435583430367
0.2852852852852852,-0.9920082187133745
0.2912912912912913,1.880445612469362
0.29729729729729737,-2.9936491089092905
0.30330330330330346,0.46085068593286077
0.3093093093093091,-0.748793859756144
0.3153153153153152,5.870260138772315
0.3213213213213213,1.30527980477729
0.3273273273273274,1.723084200869892
0.3333333333333335,-2.0223477935752996
0.33933933933933913,-2.398955792565986
0.3453453453453452,-2.1216038764301013
0.3513513513513513,2.0156342534388756
0.3573573573573574,-2.0592863397708805
0.3633633633633635,1.4968502153949865
0.36936936936936915,10.427398434417837
0.37537537537537524,4.408516412217847
0.38138138138138133,-1.5746450684242654
0.3873873873873874,6.064204443972819
0.3933933933933935,-1.979495947938119
0.39939939939939917,-10.126910531528909
0.40540540540540526,-4.973801739965972
0.41141141141141135,-9.284324377281784
0.41741741741741745,-1.684837736271059
0.42342342342342354,0.1680063787285671
0.4294294294294292,8.46137748565567
0.4354354354354353,1.7171971771474284
0.4414414414414414,-1.0094787092256456
0.44744744744744747,4.236611009568671
0.45345345345345356,-10.96243743031937
0.45945945945945965,1.275066058463782
0.4654654654654653,3.9551728325845406
0.4714714714714714,-7.288130028597101
0.4774774774774775,5.827627795308587
0.4834834834834836,1.805499337433071
0.48948948948948967,-1.959157907244934
0.4954954954954953,3.28556129659537
0.5015015015015014,11.479593800293388
0.5075075075075075,1.0400468730697299
0.5135135135135136,1.3765144569789474
0.5195195195195197,-2.156585903433983
0.5255255255255253,-4.104083743281004
0.5315315315315314,4.301850437421436
0.5375375375375375,-4.125099483409551
0.5435435435435436,0.5184154643394394
0.5495495495495497,-2.222320682906512
0.5555555555555554,2.566366892792316
0.5615615615615615,1.8453997439968644
0.5675675675675675,5.370531932609655
0.5735735735735736,-2.3613839490434816
0.5795795795795797,-1.1546866572786612
0.5855855855855854,-4.6930151458217635
0.5915915915915915,-2.014420713549781
0.5975975975975976,2.099918245531257
0.6036036036036037,4.004858396640977
0.6096096096096097,-4.3842811348398945
0.6156156156156154,4.581337198633129
0.6216216216216215,7.018392243504548
0.6276276276276276,2.3144073561874237
0.6336336336336337,9.638377632558322
0.6396396396396398,-3.6072445570450604
0.6456456456456454,-5.954130770477943
0.6516516516516515,-8.6168774520386
0.6576576576576576,7.764667435025467
0.6636636636636637,3.564138583035491
0.6696696696696698,0.02239500888325946
0.6756756756756754,1.7083144955854395
0.6816816816816815,-5.310674633678481
0.6876876876876876,12.553977277896648
0.6936936936936937,0.9799189047556043
0.6996996996996998,0.8895327209345099
0.7057057057057055,3.980289058293499
0.7117117117117115,2.7655520261288054
0.7177177177177176,1.4891299551370898
0.7237237237237237,-3.57330313964215
0.7297297297297298,2.7459268645499373
0.7357357357357359,9.808381439869036
0.7417417417417416,7.135192304126815
0.7477477477477477,8.384018859536912
0.7537537537537538,-2.127837165802273
0.7597597597597598,-4.509464258004007
0.7657657657657659,-0.1798916934567944
0.7717717717717716,0.7383162689505631
0.7777777777777777,5.941465136936361
0.7837837837837838,-7.980831430413277
0.7897897897897899,8.14039712544355
0.795795795795796,-0.2860692184785506
0.8018018018018016,-1.618938092852751
0.8078078078078077,-4.533384100860706
0.8138138138138138,-7.735300229349314
0.8198198198198199,4.6668575402079115
0.825825825825826,0.9297933825343605
0.8318318318318316,-5.874223290247942
0.8378378378378377,-5.887254954428992
0.8438438438438438,-1.0780455576672294
0.8498498498498499,8.958907233483052
0.855855855855856,-0.6710515462751213
0.8618618618618616,-6.875518716390884
0.8678678678678677,-0.5750418975276109
0.8738738738738738,-0.6962792171922703
0.8798798798798799,-12.803240239680507
0.885885885885886,0.4237634206526424
0.8918918918918917,-0.44519838495845954
0.8978978978978978,4.204935637519913
0.9039039039039038,9.983308169967891
0.9099099099099099,6.386172359084537
0.915915915915916,-0.5760797911117869
0.9219219219219217,-4.749051197621552
0.9279279279279278,13.665791580764147
0.9339339339339339,1.110699786914725
0.93993993993994,0.9000712625296418
0.945945945945946,0.7258199872284965
0.9519519519519517,1.853094580018153
0.9579579579579578,0.15730010344208556
0.9639639639639639,-1.9725691510781216
0.96996996996997,-1.8217064693435077
0.9759759759759761,0.7658791724837745
0.9819819819819822,-1.7702098123340357
0.9879879879879878,-2.5998338173185136
0.9939939939939939,1.5142411201166004
1.0,-0.2748860871042764
1.0060060060060056,8.53809139390519
1.0120120120120122,-12.218378407436907
1.0180180180180178,6.512568110117306
1.0240240240240244,7.304243361306222
1.03003003003003,-9.274128582677573
1.0360360360360357,-0.6013872783656622
1.0420420420420422,-0.7257012932463662
1.0480480480480479,-5.8863775602406205
1.0540540540540544,-2.7179978161748166
1.06006006006006,-4.361660765407547
1.0660660660660657,9.972932950788504
1.0720720720720722,5.910565702659034
1.0780780780780779,7.610774246542191
1.0840840840840844,4.882417457731367
1.09009009009009,-4.349908721437253
1.0960960960960957,-1.3057222685305745
1.1021021021021022,3.7855180282087773
1.108108108108108,-4.749989132312373
1.1141141141141144,4.947886583860533
1.12012012012012,0.2037530937280072
1.1261261261261257,-0.4459958711445706
1.1321321321321323,5.005879820166046
1.138138138138138,3.6956133794801787
1.1441441441441444,-0.30707083389201384
1.15015015015015,7.3181198153258284
1.1561561561561557,-3.8598861061501055
1.1621621621621623,4.649318529854875
1.168168168168168,4.559608278094814
1.1741741741741745,0.07108411453324237
1.1801801801801801,3.2744498747908244
1.1861861861861858,-4.586559236346705
1.1921921921921923,6.314624353032217
1.198198198198198,0.7957172155147776
1.2042042042042045,-0.8673892349235586
1.2102102102102101,7.017530595903688
1.2162162162162158,-1.7227134579454724
1.2222222222222223,-5.21651773010312
1.228228228228228,-5.930308830165433
1.2342342342342345,4.910200908610542
1.2402402402402402,-4.494414367586182
1.2462462462462458,10.70955297631037
1.2522522522522523,-8.445945573160532
1.258258258258258,10.474373735849799
1.2642642642642645,3.075841986722023
1.2702702702702702,1.566125475729869
1.2762762762762758,-0.6456930866306481
1.2822822822822824,4.104070459361886
1.288288288288288,1.949981443415665
1.2942942942942945,7.6847082612076285
1.3003003003003002,2.7696611175628556
1.3063063063063058,2.9806371321279954
1.3123123123123124,0.4419554416493854
1.318318318318318,2.006460589243272
1.3243243243243246,3.8616550845645357
1.3303303303303302,-6.1964515639017925
1.3363363363363359,-4.354504624952875
1.3423423423423424,6.135064268696672
1.348348348348348,3.3056828289390463
1.3543543543543546,1.5643426228568118
1.3603603603603602,2.609625762768453
1.3663663663663668,4.288855843467331
1.3723723723723724,-0.11406413937835413
1.378378378378378,-1.2727053931458516
1.3843843843843846,3.632426807134954
1.3903903903903903,-2.2039814326684244
1.3963963963963968,4.7641290836144385
1.4024024024024024,-5.754767640740848
1.408408408408408,7.939517168149575
1.4144144144144146,5.192619820222095
1.4204204204204203,4.1459806318200805
1.4264264264264268,7.815793857426193
1.4324324324324325,11.266526862709306
1.438438438438438,8.048130693330545
1.4444444444444446,-6.190653735533396
1.4504504504504503,-3.3464177347314976
1.4564564564564568,-0.034562186876159195
1.4624624624624625,3.2583647800404503
1.4684684684684681,5.754899983340559
1.4744744744744747,-0.4231010082433091
1.4804804804804803,4.178784180854673
1.4864864864864868,-0.49231157804007886
1.4924924924924925,0.2669885182318117
1.4984984984984981,-3.668430477480979
1.5045045045045047,-1.2106694262264517
1.5105105105105103,-3.311978802290529
1.5165165165165169,-1.3916476938415205
1.5225225225225225,8.797530123025057
1.5285285285285282,-1.1757412116506347
1.5345345345345347,16.775426472697557
1.5405405405405403,6.1227006922906515
